Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Wednesday,25-03-20,3,9,24,44,2
Thursday,26-03-20,3,4,10,24,1
Friday,27-03-20,3,1,50,13,3
Saturday,28-03-20,3,5,33,40,2
Sunday,29-03-20,3,9,12,6,4
Monday,30-03-20,3,7,35,6,4
Tuesday,31-03-20,3,10,14,26,4
Wednesday,01-04-20,3,4,41,8,1
Thursday,02-04-20,3,9,28,30,4
Friday,03-04-20,3,10,26,25,2
Saturday,04-04-20,3,4,26,6,3
Sunday,05-04-20,3,5,23,34,3
Monday,06-04-20,3,2,18,14,5
Tuesday,07-04-20,3,1,32,9,3
Wednesday,08-04-20,3,8,12,26,2
Thursday,09-04-20,3,9,11,28,3
Friday,10-04-20,3,4,39,17,4
Saturday,11-04-20,3,1,16,28,2
Sunday,12-04-20,3,5,21,41,1
Monday,13-04-20,3,1,46,44,1
Tuesday,14-04-20,3,4,26,35,2
Wednesday,15-04-20,3,2,44,44,1
Thursday,16-04-20,3,8,45,5,4
Friday,17-04-20,3,5,48,8,2
Saturday,18-04-20,3,2,49,44,4
Sunday,19-04-20,3,9,50,7,5
Monday,20-04-20,3,6,11,15,3
Tuesday,21-04-20,3,6,30,21,3
Wednesday,22-04-20,3,9,32,41,1
Thursday,23-04-20,3,5,10,35,3
Friday,24-04-20,3,4,44,14,1
Saturday,25-04-20,3,7,30,37,5
Sunday,26-04-20,3,6,35,26,3
Monday,27-04-20,3,6,44,42,5
Tuesday,28-04-20,3,7,35,30,1
Wednesday,29-04-20,3,10,41,18,5
Thursday,30-04-20,3,3,40,22,4
Friday,01-05-20,3,3,10,7,5
Saturday,02-05-20,3,3,26,28,5
Sunday,03-05-20,3,8,41,14,5
Monday,04-05-20,3,8,24,18,2
Tuesday,05-05-20,3,4,28,5,5
Wednesday,06-05-20,3,2,23,26,1
Thursday,07-05-20,3,9,13,6,1
Friday,08-05-20,3,4,10,44,2
Saturday,09-05-20,3,9,43,26,1
Sunday,10-05-20,3,9,24,36,4
Monday,11-05-20,3,4,11,15,1
Tuesday,12-05-20,3,9,10,37,1
Wednesday,13-05-20,3,9,28,42,3
Thursday,14-05-20,3,4,30,9,2
Friday,15-05-20,3,7,22,9,1
Saturday,16-05-20,3,6,13,18,5
Sunday,17-05-20,3,3,31,24,5
Monday,18-05-20,3,9,13,35,4
Tuesday,19-05-20,3,4,40,30,1
Wednesday,20-05-20,3,6,46,36,1
Thursday,21-05-20,3,8,23,31,2
Friday,22-05-20,3,2,29,10,2
Saturday,23-05-20,3,2,26,29,2
Sunday,24-05-20,3,5,29,12,3
Monday,25-05-20,3,7,11,10,1
Tuesday,26-05-20,3,7,50,23,3
Wednesday,27-05-20,3,2,22,43,3
Thursday,28-05-20,3,4,20,41,3
Friday,29-05-20,3,3,26,22,1
Saturday,30-05-20,3,2,34,23,1
Sunday,31-05-20,3,5,14,24,1
Monday,01-06-20,3,7,44,6,4
Tuesday,02-06-20,3,5,41,18,2
Wednesday,03-06-20,3,8,14,12,2
Thursday,04-06-20,3,10,32,11,5
Friday,05-06-20,3,1,44,8,3
Saturday,06-06-20,3,2,14,44,2
Sunday,07-06-20,3,9,28,13,1
Monday,08-06-20,3,9,42,39,4
Tuesday,09-06-20,3,4,22,17,5
Wednesday,10-06-20,3,4,48,18,5
Thursday,11-06-20,3,9,10,45,2
Friday,12-06-20,3,5,28,36,1
Saturday,13-06-20,3,8,36,31,1
Sunday,14-06-20,3,5,31,8,4
Monday,15-06-20,3,10,23,37,2
Tuesday,16-06-20,3,2,20,9,2
Wednesday,17-06-20,3,1,33,38,2
Thursday,18-06-20,3,9,44,38,1
Friday,19-06-20,3,9,22,31,4
Saturday,20-06-20,3,6,11,29,1
Sunday,21-06-20,3,3,32,33,4
Monday,22-06-20,3,10,17,34,1
Tuesday,23-06-20,3,4,50,40,2
Wednesday,24-06-20,3,7,41,33,4
Thursday,25-06-20,3,7,18,12,2
Friday,26-06-20,3,6,45,28,1
Saturday,27-06-20,3,9,22,31,5
Sunday,28-06-20,3,10,12,8,5
Monday,29-06-20,3,7,18,31,3
Tuesday,30-06-20,3,5,10,28,1
Wednesday,01-07-20,3,8,22,29,1
Thursday,02-07-20,3,4,47,24,5
Friday,03-07-20,3,6,32,35,3
Saturday,04-07-20,3,4,34,10,5
Sunday,05-07-20,3,4,32,38,2
Monday,06-07-20,3,1,20,17,5
Tuesday,07-07-20,3,9,33,34,5
Wednesday,08-07-20,3,5,33,18,1
Thursday,09-07-20,3,3,29,45,3
Friday,10-07-20,3,9,26,15,4
Saturday,11-07-20,3,10,12,25,4
Sunday,12-07-20,3,10,12,21,4
Monday,13-07-20,3,2,48,31,5
Tuesday,14-07-20,3,5,39,19,2
Wednesday,15-07-20,3,3,26,5,5
Thursday,16-07-20,3,5,35,26,5
Friday,17-07-20,3,8,13,37,4
Saturday,18-07-20,3,4,33,12,5
Sunday,19-07-20,3,3,43,27,4
Monday,20-07-20,3,1,30,5,4
Tuesday,21-07-20,3,1,45,9,5
Wednesday,22-07-20,3,4,33,32,1
Thursday,23-07-20,3,7,50,33,3
Friday,24-07-20,3,5,15,45,5
Saturday,25-07-20,3,1,47,17,2
Sunday,26-07-20,3,3,38,26,5
Monday,27-07-20,3,1,35,14,5
Tuesday,28-07-20,3,4,50,10,2
Wednesday,29-07-20,3,4,18,36,4
Thursday,30-07-20,3,5,12,6,2
Friday,31-07-20,3,6,43,40,5
Saturday,01-08-20,3,1,44,21,1
Sunday,02-08-20,3,4,30,18,4
Monday,03-08-20,3,10,12,20,3
Tuesday,04-08-20,3,2,15,16,5
Wednesday,05-08-20,3,6,49,12,5
Thursday,06-08-20,3,1,20,16,1
Friday,07-08-20,3,9,38,17,3
Saturday,08-08-20,3,5,48,42,2
Sunday,09-08-20,3,6,31,8,4
Monday,10-08-20,3,2,20,27,2
Tuesday,11-08-20,3,1,29,35,3
Wednesday,12-08-20,3,5,14,24,2
Thursday,13-08-20,3,10,43,45,4
Friday,14-08-20,3,4,24,32,4
Saturday,15-08-20,3,1,50,21,5
Sunday,16-08-20,3,7,48,19,5
Monday,17-08-20,3,5,25,26,2
Tuesday,18-08-20,3,2,36,27,1
Wednesday,19-08-20,3,10,10,43,4
Thursday,20-08-20,3,10,32,26,5
Friday,21-08-20,3,9,34,34,3
Saturday,22-08-20,3,6,46,34,3
Sunday,23-08-20,3,7,15,44,4
Monday,24-08-20,3,1,46,8,2
Tuesday,25-08-20,3,6,41,9,2
Wednesday,26-08-20,3,4,25,44,5
Thursday,27-08-20,3,3,27,44,2
Friday,28-08-20,3,5,11,17,2
Saturday,29-08-20,3,6,18,41,5
Sunday,30-08-20,3,4,32,34,3
Monday,31-08-20,3,6,29,24,5
Tuesday,01-09-20,3,4,47,26,2
Wednesday,02-09-20,3,2,25,23,5
Thursday,03-09-20,3,8,42,19,4
Friday,04-09-20,3,4,37,34,2
Saturday,05-09-20,3,8,50,25,2
Sunday,06-09-20,3,3,42,31,5
Monday,07-09-20,3,7,25,21,2
Tuesday,08-09-20,3,1,30,45,1
Wednesday,09-09-20,3,4,34,22,4
Thursday,10-09-20,3,1,15,44,2
Friday,11-09-20,3,8,46,27,1
Saturday,12-09-20,3,5,22,40,1
Sunday,13-09-20,3,9,48,13,4
Monday,14-09-20,3,5,19,11,5
Tuesday,15-09-20,3,4,17,18,1
Wednesday,16-09-20,3,4,38,27,3
Thursday,17-09-20,3,8,19,7,4
Friday,18-09-20,3,2,44,12,3
Saturday,19-09-20,3,10,48,12,5
Sunday,20-09-20,3,1,12,32,1
Monday,21-09-20,3,7,20,41,1
Tuesday,22-09-20,3,3,17,24,2
Wednesday,23-09-20,3,9,49,43,4
Thursday,24-09-20,3,5,27,26,5
Friday,25-09-20,3,3,13,20,1
Saturday,26-09-20,3,8,31,20,2
Sunday,27-09-20,3,2,36,14,1
Monday,28-09-20,3,2,41,25,1
Tuesday,29-09-20,3,8,42,35,1
Wednesday,30-09-20,3,5,48,30,3
Thursday,01-10-20,3,5,23,42,5
Friday,02-10-20,3,3,16,21,5
Saturday,03-10-20,3,1,41,35,2
Sunday,04-10-20,3,3,20,18,4
Monday,05-10-20,3,10,28,44,4
Tuesday,06-10-20,3,2,41,5,4
Wednesday,07-10-20,3,8,34,31,1
Thursday,08-10-20,3,10,30,40,4
Friday,09-10-20,3,9,14,21,1
Saturday,10-10-20,3,9,13,7,3
Sunday,11-10-20,3,8,28,28,3
Monday,12-10-20,3,10,46,22,3
Tuesday,13-10-20,3,5,39,35,3
Wednesday,14-10-20,3,10,11,11,3
Thursday,15-10-20,3,8,22,43,2
Friday,16-10-20,3,3,16,24,1
Saturday,17-10-20,3,1,11,27,2
Sunday,18-10-20,3,3,45,29,5
Monday,19-10-20,3,2,16,34,2
Tuesday,20-10-20,3,6,28,44,3
Wednesday,21-10-20,3,5,33,15,5
Thursday,22-10-20,3,5,19,19,3
Friday,23-10-20,3,2,33,44,5
Saturday,24-10-20,3,9,14,9,5
Sunday,25-10-20,3,8,45,15,5
Monday,26-10-20,3,7,40,25,2
Tuesday,27-10-20,3,9,26,45,1
Wednesday,28-10-20,3,2,50,26,4
Thursday,29-10-20,3,4,27,41,2
Friday,30-10-20,3,6,37,7,1
Saturday,31-10-20,3,1,11,16,1
Sunday,01-11-20,3,9,21,44,1
Monday,02-11-20,3,1,10,7,5
Tuesday,03-11-20,3,2,28,7,4
Wednesday,04-11-20,3,7,39,20,1
Thursday,05-11-20,3,9,10,32,2
Friday,06-11-20,3,4,39,25,2
Saturday,07-11-20,3,5,30,37,5
Sunday,08-11-20,3,8,23,18,2
Monday,09-11-20,3,5,24,25,2
Tuesday,10-11-20,3,10,13,19,1
Wednesday,11-11-20,3,9,31,16,1
Thursday,12-11-20,3,7,24,43,1
Friday,13-11-20,3,7,32,34,3
Saturday,14-11-20,3,5,25,34,3
Sunday,15-11-20,3,2,32,40,3
Monday,16-11-20,3,10,16,31,4
Tuesday,17-11-20,3,6,12,19,5
Wednesday,18-11-20,3,1,44,27,1
Thursday,19-11-20,3,4,42,45,3
Friday,20-11-20,3,8,21,5,1
Saturday,21-11-20,3,3,34,25,2
Sunday,22-11-20,3,9,27,20,5
Monday,23-11-20,3,4,13,40,5
Tuesday,24-11-20,3,2,29,28,5
Wednesday,25-11-20,3,9,17,35,4
Thursday,26-11-20,3,3,21,36,5
Friday,27-11-20,3,6,34,32,1
Saturday,28-11-20,3,2,20,12,4
Sunday,29-11-20,3,2,15,40,3
Monday,30-11-20,3,3,38,8,1
Tuesday,01-12-20,3,9,30,29,2
Wednesday,02-12-20,3,4,40,34,2
Thursday,03-12-20,3,8,30,41,1
Friday,04-12-20,3,3,28,27,1
Saturday,05-12-20,3,5,25,39,4
Sunday,06-12-20,3,9,28,40,3
Monday,07-12-20,3,9,24,32,4
Tuesday,08-12-20,3,7,49,25,2
Wednesday,09-12-20,3,9,11,11,5
Thursday,10-12-20,3,2,15,44,2
Friday,11-12-20,3,3,44,39,3
Saturday,12-12-20,3,5,20,8,1
Sunday,13-12-20,3,4,31,22,3
Monday,14-12-20,3,7,41,34,1
Tuesday,15-12-20,3,10,12,35,5
Wednesday,16-12-20,3,4,39,8,5
Thursday,17-12-20,3,9,50,5,5
Friday,18-12-20,3,3,43,31,1
Saturday,19-12-20,3,3,19,5,1
Sunday,20-12-20,3,5,37,10,2
Monday,21-12-20,3,4,43,44,1
Tuesday,22-12-20,3,9,28,43,3
Wednesday,23-12-20,3,6,14,7,5
Thursday,24-12-20,3,2,33,18,1
Friday,25-12-20,3,3,42,32,1
Saturday,26-12-20,3,3,12,10,5
Sunday,27-12-20,3,1,10,25,5
Monday,28-12-20,3,1,47,35,5
Tuesday,29-12-20,3,1,22,13,4
Wednesday,30-12-20,3,1,12,5,2
Thursday,31-12-20,3,3,48,21,1
Friday,01-01-21,3,3,12,12,3
Saturday,02-01-21,3,9,28,6,3
Sunday,03-01-21,3,10,24,26,1
Monday,04-01-21,3,2,22,19,2
Tuesday,05-01-21,3,7,32,18,2
Wednesday,06-01-21,3,1,37,21,4
Thursday,07-01-21,3,3,27,38,5
Friday,08-01-21,3,1,36,39,3
Saturday,09-01-21,3,6,13,26,1
Sunday,10-01-21,3,5,11,15,1
Monday,11-01-21,3,7,39,29,5
Tuesday,12-01-21,3,1,24,20,1
Wednesday,13-01-21,3,9,16,43,1
Thursday,14-01-21,3,7,33,14,3
Friday,15-01-21,3,9,48,29,3
Saturday,16-01-21,3,3,32,5,2
Sunday,17-01-21,3,7,30,23,3
Monday,18-01-21,3,1,50,26,4
Tuesday,19-01-21,3,1,47,24,3
Wednesday,20-01-21,3,5,34,12,4
Thursday,21-01-21,3,3,19,24,1
Friday,22-01-21,3,9,12,27,3
Saturday,23-01-21,3,9,33,24,1
Sunday,24-01-21,3,1,14,8,1
Monday,25-01-21,3,10,46,36,4
Tuesday,26-01-21,3,5,15,7,3
Wednesday,27-01-21,3,7,31,9,5
Thursday,28-01-21,3,10,31,21,3
Friday,29-01-21,3,7,12,39,4
Saturday,30-01-21,3,6,39,14,5
Sunday,31-01-21,3,8,48,25,5
Monday,01-02-21,3,9,32,35,2
Tuesday,02-02-21,3,2,27,39,3
Wednesday,03-02-21,3,4,20,37,2
Thursday,04-02-21,3,2,50,7,3
Friday,05-02-21,3,2,34,40,5
Saturday,06-02-21,3,8,39,45,1
Sunday,07-02-21,3,8,43,11,3
Monday,08-02-21,3,9,23,19,1
Tuesday,09-02-21,3,10,28,42,4
Wednesday,10-02-21,3,3,25,28,4
Thursday,11-02-21,3,5,41,40,2
Friday,12-02-21,3,9,43,33,3
Saturday,13-02-21,3,8,50,24,4
Sunday,14-02-21,3,1,25,39,4
Monday,15-02-21,3,2,25,21,2
Tuesday,16-02-21,3,9,14,26,2
Wednesday,17-02-21,3,4,38,22,5
Thursday,18-02-21,3,1,15,33,3
Friday,19-02-21,3,8,40,30,1
Saturday,20-02-21,3,9,22,20,3
Sunday,21-02-21,3,9,15,27,4
Monday,22-02-21,3,3,37,10,5
Tuesday,23-02-21,3,10,36,6,4
Wednesday,24-02-21,3,8,39,12,4
Thursday,25-02-21,3,5,25,26,1
Friday,26-02-21,3,10,15,10,4
Saturday,27-02-21,3,3,50,38,5
Sunday,28-02-21,3,10,32,20,3
Monday,01-03-21,3,6,18,26,4
Tuesday,02-03-21,3,7,30,38,2
Wednesday,03-03-21,3,7,46,42,3
Thursday,04-03-21,3,7,17,44,1
Friday,05-03-21,3,7,49,44,4
Saturday,06-03-21,3,3,29,8,5
Sunday,07-03-21,3,9,23,44,1
Monday,08-03-21,3,4,47,39,5
Tuesday,09-03-21,3,4,50,45,3
Wednesday,10-03-21,3,6,24,10,1
Thursday,11-03-21,3,4,18,29,4
Friday,12-03-21,3,5,24,45,5
Saturday,13-03-21,3,9,32,36,5
Sunday,14-03-21,3,4,17,30,3
Monday,15-03-21,3,5,46,13,3
Tuesday,16-03-21,3,1,47,42,4
Wednesday,17-03-21,3,5,35,20,1
Thursday,18-03-21,3,8,17,10,2
Friday,19-03-21,3,2,44,20,2
Saturday,20-03-21,3,5,34,35,5
Sunday,21-03-21,3,7,36,36,5
Monday,22-03-21,3,10,50,12,3
Tuesday,23-03-21,3,5,18,6,2
Wednesday,24-03-21,3,10,22,33,3
Thursday,25-03-21,3,3,39,30,1
Friday,26-03-21,3,9,12,26,1
Saturday,27-03-21,3,9,47,17,2
Sunday,28-03-21,3,6,35,10,3
Monday,29-03-21,3,7,33,39,4
Tuesday,30-03-21,3,6,34,34,4
Wednesday,31-03-21,3,8,42,44,4
Thursday,01-04-21,3,5,48,13,2
Friday,02-04-21,3,6,24,27,5
Saturday,03-04-21,3,10,41,16,5
Sunday,04-04-21,3,3,41,10,4
Monday,05-04-21,3,1,42,19,3
Tuesday,06-04-21,3,10,25,18,2
Wednesday,07-04-21,3,8,32,11,3
Thursday,08-04-21,3,2,22,12,5
Friday,09-04-21,3,4,29,23,4
Saturday,10-04-21,3,9,31,39,5
Sunday,11-04-21,3,10,43,37,5
Monday,12-04-21,3,7,50,20,4
Tuesday,13-04-21,3,1,12,34,1
Wednesday,14-04-21,3,1,45,23,2
Thursday,15-04-21,3,7,11,27,2
Friday,16-04-21,3,4,39,16,4
Saturday,17-04-21,3,6,20,36,5
Sunday,18-04-21,3,4,22,42,1
Monday,19-04-21,3,10,29,13,2
Tuesday,20-04-21,3,10,30,35,4
Wednesday,21-04-21,3,10,29,9,3
Thursday,22-04-21,3,8,24,21,3
Friday,23-04-21,3,7,39,15,2
Saturday,24-04-21,3,7,46,19,5
Sunday,25-04-21,3,9,27,28,4
Monday,26-04-21,3,6,38,19,1
Tuesday,27-04-21,3,6,34,26,2
Wednesday,28-04-21,3,2,25,24,2
Thursday,29-04-21,3,8,37,43,5
Friday,30-04-21,3,8,25,23,1
Saturday,01-05-21,3,10,43,36,2
Sunday,02-05-21,3,9,23,11,1
Monday,03-05-21,3,7,49,21,2
Tuesday,04-05-21,3,1,29,7,1
Wednesday,05-05-21,3,5,24,30,4
Thursday,06-05-21,3,4,22,10,5
Friday,07-05-21,3,10,28,9,4
Saturday,08-05-21,3,3,32,23,1
Sunday,09-05-21,3,10,13,44,4
Monday,10-05-21,3,2,48,6,3
Tuesday,11-05-21,3,8,37,19,5
Wednesday,12-05-21,3,2,23,26,3
Thursday,13-05-21,3,7,23,36,3
Friday,14-05-21,3,2,36,7,1
Saturday,15-05-21,3,8,44,26,3
Sunday,16-05-21,3,2,42,27,5
Monday,17-05-21,3,9,46,26,2
Tuesday,18-05-21,3,1,15,40,1
Wednesday,19-05-21,3,2,10,7,2
Thursday,20-05-21,3,9,45,22,2
Friday,21-05-21,3,9,37,13,1
Saturday,22-05-21,3,8,21,24,2
Sunday,23-05-21,3,4,18,32,3
Monday,24-05-21,3,9,36,24,1
Tuesday,25-05-21,3,1,38,26,1
Wednesday,26-05-21,3,8,16,27,5
Thursday,27-05-21,3,7,50,28,2
Friday,28-05-21,3,4,26,25,3
Saturday,29-05-21,3,5,34,23,4
Sunday,30-05-21,3,10,13,42,5
Monday,31-05-21,3,10,28,29,2
Tuesday,01-06-21,3,9,44,5,5
Wednesday,02-06-21,3,2,46,14,1
Thursday,03-06-21,3,5,18,34,5
Friday,04-06-21,3,5,37,12,5
Saturday,05-06-21,3,6,32,23,5
Sunday,06-06-21,3,5,42,42,4
Monday,07-06-21,3,10,49,15,1
Tuesday,08-06-21,3,3,20,31,1
Wednesday,09-06-21,3,1,35,25,3
Thursday,10-06-21,3,10,40,32,1
Friday,11-06-21,3,5,37,36,4
Saturday,12-06-21,3,4,12,14,5
Sunday,13-06-21,3,5,22,34,5
Monday,14-06-21,3,2,29,45,5
Tuesday,15-06-21,3,4,26,36,2
Wednesday,16-06-21,3,9,38,24,5
Thursday,17-06-21,3,8,17,20,2
Friday,18-06-21,3,9,24,5,2
Saturday,19-06-21,3,5,15,32,2
Sunday,20-06-21,3,4,12,12,5
Monday,21-06-21,3,6,28,26,5
Tuesday,22-06-21,3,9,50,36,5
Wednesday,23-06-21,3,3,12,35,5
Thursday,24-06-21,3,7,48,24,4
Friday,25-06-21,3,1,47,23,5
Saturday,26-06-21,3,7,36,18,1
Sunday,27-06-21,3,7,18,37,4
Monday,28-06-21,3,1,47,20,4
Tuesday,29-06-21,3,5,10,29,4
Wednesday,30-06-21,3,4,27,31,1
Thursday,01-07-21,3,1,43,17,1
Friday,02-07-21,3,1,13,43,3
Saturday,03-07-21,3,8,17,32,2
Sunday,04-07-21,3,1,20,34,2
Monday,05-07-21,3,8,43,39,3
Tuesday,06-07-21,3,4,25,41,5
Wednesday,07-07-21,3,6,25,28,2
Thursday,08-07-21,3,5,42,18,5
Friday,09-07-21,3,1,12,27,4
Saturday,10-07-21,3,7,39,21,1
Sunday,11-07-21,3,10,29,36,1
Monday,12-07-21,3,9,37,40,2
Tuesday,13-07-21,3,6,29,44,3
Wednesday,14-07-21,3,7,48,24,1
Thursday,15-07-21,3,3,36,39,4
Friday,16-07-21,3,6,31,27,4
Saturday,17-07-21,3,7,40,43,1
Sunday,18-07-21,3,5,43,9,4
Monday,19-07-21,3,7,28,42,3
Tuesday,20-07-21,3,9,48,30,3
Wednesday,21-07-21,3,1,16,9,5
Thursday,22-07-21,3,4,38,30,5
Friday,23-07-21,3,1,19,33,2
Saturday,24-07-21,3,7,33,18,5
Sunday,25-07-21,3,7,10,17,1
Monday,26-07-21,3,3,18,42,3
Tuesday,27-07-21,3,7,12,12,1
Wednesday,28-07-21,3,9,14,12,1
Thursday,29-07-21,3,4,24,41,4
Friday,30-07-21,3,4,16,40,3
Saturday,31-07-21,3,5,27,18,3
Sunday,01-08-21,3,8,24,30,3
Monday,02-08-21,3,9,47,8,1
Tuesday,03-08-21,3,7,23,8,1
Wednesday,04-08-21,3,2,43,26,3
Thursday,05-08-21,3,1,13,29,1
Friday,06-08-21,3,5,42,45,5
Saturday,07-08-21,3,1,48,32,4
Sunday,08-08-21,3,7,22,21,5
Monday,09-08-21,3,4,47,25,4
Tuesday,10-08-21,3,8,26,38,3
Wednesday,11-08-21,3,5,39,43,1
Thursday,12-08-21,3,3,31,24,3
Friday,13-08-21,3,7,35,6,3
Saturday,14-08-21,3,2,44,11,2
Sunday,15-08-21,3,2,46,12,2
Monday,16-08-21,3,2,26,33,3
Tuesday,17-08-21,3,4,31,41,1
Wednesday,18-08-21,3,3,33,13,1
Thursday,19-08-21,3,5,11,11,3
Friday,20-08-21,3,5,30,17,2
Saturday,21-08-21,3,9,23,31,1
Sunday,22-08-21,3,3,27,36,3
Monday,23-08-21,3,1,50,21,3
Tuesday,24-08-21,3,9,33,26,1
Wednesday,25-08-21,3,8,45,30,1
Thursday,26-08-21,3,10,23,34,1
Friday,27-08-21,3,8,31,41,5
Saturday,28-08-21,3,10,45,5,2
Sunday,29-08-21,3,3,33,24,2
Monday,30-08-21,3,10,40,39,5
Tuesday,31-08-21,3,8,38,44,2
Wednesday,01-09-21,3,7,25,10,2
Thursday,02-09-21,3,2,38,21,4
Friday,03-09-21,3,5,39,6,4
Saturday,04-09-21,3,10,11,21,2
Sunday,05-09-21,3,7,29,44,4
Monday,06-09-21,3,6,21,18,2
Tuesday,07-09-21,3,4,28,32,4
Wednesday,08-09-21,3,2,43,30,3
Thursday,09-09-21,3,3,11,45,1
Friday,10-09-21,3,6,43,7,1
Saturday,11-09-21,3,9,35,30,4
Sunday,12-09-21,3,5,46,29,3
Monday,13-09-21,3,10,12,21,3
Tuesday,14-09-21,3,10,24,10,1
Wednesday,15-09-21,3,8,29,6,4
Thursday,16-09-21,3,2,10,13,3
Friday,17-09-21,3,4,45,33,3
Saturday,18-09-21,3,3,25,35,3
Sunday,19-09-21,3,6,13,31,3
Monday,20-09-21,3,2,27,44,2
Tuesday,21-09-21,3,6,14,35,5
Wednesday,22-09-21,3,6,11,24,4
Thursday,23-09-21,3,4,48,39,1
Friday,24-09-21,3,3,44,5,5
Saturday,25-09-21,3,8,27,24,5
Sunday,26-09-21,3,5,25,15,3
Monday,27-09-21,3,2,23,23,2
Tuesday,28-09-21,3,2,16,25,5
Wednesday,29-09-21,3,9,33,19,1
Thursday,30-09-21,3,8,13,29,1
Friday,01-10-21,3,4,19,34,5
Saturday,02-10-21,3,6,18,14,5
Sunday,03-10-21,3,5,43,16,5
Monday,04-10-21,3,2,34,45,5
Tuesday,05-10-21,3,2,47,37,2
Wednesday,06-10-21,3,5,25,43,4
Thursday,07-10-21,3,3,11,44,3
Friday,08-10-21,3,6,38,16,1
Saturday,09-10-21,3,1,47,29,2
Sunday,10-10-21,3,6,14,20,1
Monday,11-10-21,3,3,50,37,5
Tuesday,12-10-21,3,10,23,16,5
Wednesday,13-10-21,3,9,49,11,4
Thursday,14-10-21,3,10,40,15,4
Friday,15-10-21,3,9,27,34,4
Saturday,16-10-21,3,5,42,44,1
Sunday,17-10-21,3,5,35,45,2
Monday,18-10-21,3,3,44,5,5
Tuesday,19-10-21,3,6,35,12,4
Wednesday,20-10-21,3,7,20,14,5
Thursday,21-10-21,3,5,12,13,1
Friday,22-10-21,3,3,49,22,2
Saturday,23-10-21,3,1,48,6,3
Sunday,24-10-21,3,9,29,7,1
Monday,25-10-21,3,9,27,23,3
Tuesday,26-10-21,3,1,45,42,3
Wednesday,27-10-21,3,1,37,43,2
Thursday,28-10-21,3,5,36,43,5
Friday,29-10-21,3,1,43,21,4
Saturday,30-10-21,3,2,34,22,1
Sunday,31-10-21,3,9,11,19,5
Monday,01-11-21,3,1,26,28,3
Tuesday,02-11-21,3,3,24,23,2
Wednesday,03-11-21,3,3,25,34,3
Thursday,04-11-21,3,8,16,41,3
Friday,05-11-21,3,1,32,38,3
Saturday,06-11-21,3,9,44,38,5
Sunday,07-11-21,3,4,13,19,5
Monday,08-11-21,3,2,16,33,4
Tuesday,09-11-21,3,4,34,42,2
Wednesday,10-11-21,3,2,10,29,2
Thursday,11-11-21,3,9,45,30,1
Friday,12-11-21,3,2,35,17,3
Saturday,13-11-21,3,5,23,42,5
Sunday,14-11-21,3,6,31,33,1
Monday,15-11-21,3,5,11,43,5
Tuesday,16-11-21,3,3,22,35,5
Wednesday,17-11-21,3,3,50,7,4
Thursday,18-11-21,3,2,18,11,4
Friday,19-11-21,3,2,48,41,4
Saturday,20-11-21,3,2,13,22,5
Sunday,21-11-21,3,10,46,32,1
Monday,22-11-21,3,6,31,11,1
Tuesday,23-11-21,3,4,23,40,2
Wednesday,24-11-21,3,8,12,26,2
Thursday,25-11-21,3,10,42,45,1
Friday,26-11-21,3,8,44,34,5
Saturday,27-11-21,3,10,40,45,5
Sunday,28-11-21,3,9,38,7,4
Monday,29-11-21,3,2,12,29,1
Tuesday,30-11-21,3,7,29,14,1
Wednesday,01-12-21,3,8,34,29,1
Thursday,02-12-21,3,2,47,35,4
Friday,03-12-21,3,1,30,23,2
Saturday,04-12-21,3,2,12,8,5
Sunday,05-12-21,3,9,43,45,5
Monday,06-12-21,3,10,24,17,3
Tuesday,07-12-21,3,9,41,12,1
Wednesday,08-12-21,3,10,30,29,1
Thursday,09-12-21,3,10,24,25,5
Friday,10-12-21,3,8,32,40,3
Saturday,11-12-21,3,7,21,17,5
Sunday,12-12-21,3,2,45,14,5
Monday,13-12-21,3,6,20,16,3
Tuesday,14-12-21,3,1,41,28,4
Wednesday,15-12-21,3,4,13,41,2
Thursday,16-12-21,3,5,48,11,1
Friday,17-12-21,3,4,27,14,4
Saturday,18-12-21,3,10,44,8,5
Sunday,19-12-21,3,3,17,32,3
Monday,20-12-21,3,1,37,12,1
Tuesday,21-12-21,3,3,14,38,1
Wednesday,22-12-21,3,1,37,18,4
Thursday,23-12-21,3,10,45,21,2
Friday,24-12-21,3,8,38,9,4
Saturday,25-12-21,3,1,32,29,4
Sunday,26-12-21,3,8,28,36,4
Monday,27-12-21,3,3,45,43,2
Tuesday,28-12-21,3,10,23,5,2
Wednesday,29-12-21,3,2,17,28,1
Thursday,30-12-21,3,8,14,30,3
Friday,31-12-21,3,4,33,38,1
Saturday,01-01-22,3,1,16,21,3
Sunday,02-01-22,3,9,35,5,1
Monday,03-01-22,3,5,28,9,1
Tuesday,04-01-22,3,5,28,18,1
Wednesday,05-01-22,3,4,41,31,4
Thursday,06-01-22,3,2,47,21,4
Friday,07-01-22,3,9,11,39,2
Saturday,08-01-22,3,8,43,40,5
Sunday,09-01-22,3,8,22,9,2
Monday,10-01-22,3,8,19,33,1
Tuesday,11-01-22,3,5,23,14,2
Wednesday,12-01-22,3,2,22,18,3
Thursday,13-01-22,3,6,42,16,3
Friday,14-01-22,3,10,12,33,3
Saturday,15-01-22,3,9,13,36,2
Sunday,16-01-22,3,10,46,22,5
Monday,17-01-22,3,4,31,13,4
Tuesday,18-01-22,3,7,29,18,4
